Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-6_Overall_Footnote,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,HBIPS-7_Overall_Footnote,SUB-1_%,SUB-1_Numerator,SUB-1_Denominator,SUB-1_Footnote,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,TOB-1_Footnote,TOB-2/-2a_Measure_Desc,TOB-2_%,TOB-2_Numerator,TOB-2/-2a_Denominator,TOB-2_Footnote,TOB-2a_%,TOB-2a_Numerator,TOB-2/-2a__Denominator,TOB-2a_Footnote,PEoC_Assessed_Response,PEoC_Assessed_Footnote,EHR_Use_Response,EHR_Use_Footnote,HIE_Response,HIE_Footnote,Start_Date,End_Date,FUH-30_%,FUH-30_Numerator,FUH-30_Denominator,FUH-30_Footnote,FUH-7_%,FUH-7_Numerator,FUH-7_Denominator,FUH-7_Footnote,FUH_Measure_Start_Date,FUH_Measure_End_Date,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,IMM-2_Footnote,HCP_%,HCP_Numerator,HCP_Denominator,HCP_Footnote,Flu_Season_Start_Date,Flu_Season_End_Date
144031,ALEXIAN BROTHERS BEHAVIORAL HLTH HOSP,1650 MOON LAKE BLVD ,HOFFMAN ESTATES,IL,60194,Cook,0.12,133.15,46615.0,nan,0.02,21.1,46615,nan,nan,Not Available,Not Available,1.0,95.08,928,976,nan,77.66,758,976,nan,99.45,725,729,nan,99.72,723,725,nan,Tobacco Use Treatment (during the hospital stay),63.30,169,267,nan,45.69,122,267,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,60.50,265,438,nan,35.84,157,438,nan,07/01/2014,06/30/2015,87.21,484,555,nan,94,995,1063,nan,10/01/2015,03/31/2016
144034,BHC STREAMWOOD HOSPITAL INC,1400 E IRVING PARK ROAD ,STREAMWOOD,IL,60107,Cook,0.06,53.85,36967.0,nan,0.08,69.45,36967,nan,nan,Not Available,Not Available,1.0,99.32,1028,1035,nan,98.55,1020,1035,nan,92.19,59,64,nan,96.88,62,64,nan,Tobacco Use Treatment (during the hospital stay),96.43,27,28,nan,78.57,22,28,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,98.26,453,461,nan,68,209,307,nan,10/01/2015,03/31/2016
144035,LINDEN OAKS AT EDWARD,801 SOUTH WASHINGTON ST ,NAPERVILLE,IL,60540,DuPage,0.08,177.33,98051.0,nan,0.01,24.03,98051,nan,nan,Not Available,Not Available,1.0,95.94,993,1035,nan,91.79,950,1035,nan,97.07,2053,2115,nan,98.46,2050,2082,nan,Tobacco Use Treatment (during the hospital stay),93.12,677,727,nan,70.56,513,727,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,71.26,181,254,nan,47.64,121,254,nan,07/01/2014,06/30/2015,98.27,2161,2199,nan,96,757,785,nan,10/01/2015,03/31/2016
144037,ELGIN MENTAL HEALTH CENTER,750 S STATE ST ,ELGIN,IL,60123,Kane,0.13,42.48,13552.0,nan,0.01,2.58,13552,nan,nan,0,0,7.0,97.99,146,149,nan,96.64,144,149,nan,99.26,536,540,nan,98.70,533,540,nan,Tobacco Use Treatment (during the hospital stay),100.00,198,198,nan,97.98,194,198,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,83.93,235,280,nan,46,410,901,nan,10/01/2015,03/31/2016
144038,CHOATE MENTAL HEALTH & DEVELOPMENT CTR,1000 N MAIN ST ,ANNA,IL,62906,Union,0.13,62.67,20653.0,nan,0.0,1,20653,nan,nan,Not Available,Not Available,1.0,99.34,150,151,nan,98.68,149,151,nan,100.00,116,116,nan,93.04,107,115,nan,Tobacco Use Treatment (during the hospital stay),90.79,69,76,nan,27.63,21,76,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,60.87,14,23,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,100.00,24,24,nan,68,154,225,nan,10/01/2015,03/31/2016
144039,GARFIELD PARK HOSPITAL,520 N RIDGEWAY AVE ,CHICAGO,IL,60624,Cook,0.37,77.68,8793.0,nan,0.64,134.6,8793,nan,nan,Not Available,Not Available,1.0,99.81,513,514,nan,93.00,478,514,nan,Not Available,Not Available,Not Available,7.0,Not Available,Not Available,Not Available,7.0,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,7.0,Not Available,Not Available,Not Available,7.0,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,07/01/2014,06/30/2015,68.41,301,440,nan,42,58,137,nan,10/01/2015,03/31/2016
144040,CHICAGO BEHAVIORAL HOSPITAL,555 WILSON LANE ,DES PLAINES,IL,60016,Cook,0.01,2.48,17581.0,nan,0.02,9.98,17581,nan,nan,Not Available,Not Available,1.0,90.73,597,658,nan,89.67,590,658,nan,93.71,298,318,nan,94.38,302,320,nan,Tobacco Use Treatment (during the hospital stay),90.18,101,112,nan,90.18,101,112,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,32.70,104,318,nan,46,91,198,nan,10/01/2015,03/31/2016
150082,DEACONESS HOSPITAL INC,600 MARY STREET ,EVANSVILLE,IN,47747,Vanderburgh,0.53,56.28,4397.0,nan,0.65,68.48,4397,nan,nan,Not Available,Not Available,1.0,95.58,216,226,nan,88.94,201,226,nan,98.91,364,368,nan,100.00,369,369,nan,Tobacco Use Treatment (during the hospital stay),95.71,223,233,nan,62.23,145,233,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,56.25,54,96,nan,35.42,34,96,nan,07/01/2014,06/30/2015,99.64,278,279,nan,97,271,280,nan,10/01/2015,03/31/2016
150002,METHODIST HOSPITALS INC,600 GRANT ST ,GARY,IN,46402,Lake,0.0,0.0,4830.0,nan,0.25,29,4830,nan,nan,Not Available,Not Available,1.0,95.45,168,176,nan,95.45,168,176,nan,Not Available,Not Available,Not Available,1.0,100.00,140,140,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,No,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,50.00,17,34,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,18.69,77,412,nan,85,34,40,nan,10/01/2015,03/31/2016
150004,FRANCISCAN ST. MARGARET HEALTH HAMMOND,5454 HOHMAN AVENUE ,HAMMOND,IN,46320,Lake,3.34,731.0,9131.0,nan,0.04,9.1,9131,nan,86.67,13,15,nan,85.57,498,582,nan,81.32,457,562,nan,73.33,33,45,nan,100.00,45,45,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,No,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,56.00,70,125,nan,28.80,36,125,nan,07/01/2014,06/30/2015,78.06,121,155,nan,100,165,165,nan,10/01/2015,03/31/2016
150009,CLARK MEMORIAL HOSPITAL,1220 MISSOURI AVE ,JEFFERSONVILLE,IN,47130,Clark,0.36,22.78,2640.0,nan,1.14,71.97,2640,nan,nan,Not Available,Not Available,1.0,99.61,254,255,nan,68.63,175,255,nan,95.18,237,249,nan,97.55,239,245,nan,Tobacco Use Treatment (during the hospital stay),64.71,33,51,nan,Not Available,Not Available,Not Available,1.0,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,78.01,110,141,nan,98,2717,2785,nan,10/01/2015,03/31/2016
150015,FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY,301 W HOMER ST ,MICHIGAN CITY,IN,46360,LaPorte,0.72,48.96,2837.0,nan,0.48,32.8,2837,nan,nan,Not Available,Not Available,1.0,81.51,216,265,nan,79.25,210,265,nan,83.33,230,276,nan,95.80,274,286,nan,Tobacco Use Treatment (during the hospital stay),62.42,93,149,nan,48.32,72,149,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,60.53,46,76,nan,46.05,35,76,nan,07/01/2014,06/30/2015,93.64,221,236,nan,99,75,76,nan,10/01/2015,03/31/2016
150018,ELKHART GENERAL HOSPITAL,600 EAST BOULEVARD ,ELKHART,IN,46514,Elkhart,0.25,11.52,1955.0,nan,0.3,14.2,1955,nan,nan,Not Available,Not Available,1.0,44.79,146,326,nan,38.34,125,326,nan,100.00,220,220,nan,98.63,216,219,nan,Tobacco Use Treatment (during the hospital stay),17.59,19,108,nan,12.96,14,108,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,79.31,23,29,nan,51.72,15,29,nan,07/01/2014,06/30/2015,97.89,232,237,nan,99,86,87,nan,10/01/2015,03/31/2016
150021,PARKVIEW REGIONAL MEDICAL CENTER,11109 PARKVIEW PLAZA DRIVE ,FORT WAYNE,IN,46845,Allen,0.01,5.32,21769.0,nan,0.11,55.55,21769,nan,93.1,27,29,nan,96.95,922,951,nan,96.09,910,947,nan,93.96,389,414,nan,100.00,419,419,nan,Tobacco Use Treatment (during the hospital stay),12.89,29,225,nan,5.78,13,225,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,58.24,198,340,nan,27.35,93,340,nan,07/01/2014,06/30/2015,77.36,311,402,nan,86,607,708,nan,10/01/2015,03/31/2016
150022,FRANCISCAN ST ELIZABETH HEALTH - CRAWFORDSVILLE,1710 LAFAYETTE RD ,CRAWFORDSVILLE,IN,47933,Montgomery,0.0,0.0,1689.0,nan,0.0,0,1689,nan,nan,Not Available,Not Available,1.0,18.12,27,149,nan,14.77,22,149,nan,89.84,115,128,nan,88.32,121,137,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,54.55,18,33,nan,100,19,19,nan,10/01/2015,03/31/2016
150024,ESKENAZI HEALTH,720 ESKENAZI AVE ,INDIANAPOLIS,IN,46202,Marion,0.12,441.27,158472.0,nan,0.07,269.62,158472,nan,nan,Not Available,Not Available,1.0,100.00,220,220,nan,97.27,214,220,nan,20.81,67,322,nan,Not Available,Not Available,Not Available,7.0,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,7.0,Not Available,Not Available,Not Available,7.0,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,70.75,104,147,nan,44.22,65,147,nan,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,7.0,92,61,66,nan,10/01/2015,03/31/2016
150037,HANCOCK REGIONAL HOSPITAL,801 N STATE ST ,GREENFIELD,IN,46140,Hancock,0.0,0.0,2610.0,nan,0.0,0,2610,nan,100.0,17,17,nan,100.00,223,223,nan,100.00,223,223,nan,100.00,223,223,nan,100.00,223,223,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,100.00,330,330,nan,92,24,26,nan,10/01/2015,03/31/2016
150042,GOOD SAMARITAN HOSPITAL,520 SOUTH 7TH STREET ,VINCENNES,IN,47591,Knox,1.8,183.17,4231.0,nan,0.0,0,4231,nan,nan,Not Available,Not Available,1.0,98.13,630,642,nan,95.79,615,642,nan,97.33,401,412,nan,99.78,448,449,nan,Tobacco Use Treatment (during the hospital stay),97.10,268,276,nan,Not Available,Not Available,Not Available,1.0,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,69.75,83,119,nan,20.17,24,119,nan,07/01/2014,06/30/2015,94.15,338,359,nan,98,509,521,nan,10/01/2015,03/31/2016
150046,TERRE HAUTE REGIONAL HOSPITAL,3901 S 7TH ST ,TERRE HAUTE,IN,47802,Vigo,0.06,11.48,7882.0,nan,0.0,0,7882,nan,nan,Not Available,Not Available,1.0,99.63,271,272,nan,99.63,271,272,nan,99.83,579,580,nan,100.00,580,580,nan,Tobacco Use Treatment (during the hospital stay),99.73,366,367,nan,15.80,58,367,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,68.61,94,137,nan,47.45,65,137,nan,07/01/2014,06/30/2015,100.00,361,361,nan,94,412,439,nan,10/01/2015,03/31/2016
154020,REGIONAL MENTAL HEALTH CENTER,8555 TAFT ST ,MERRILLVILLE,IN,46410,Lake,0.61,52.16,3583.0,nan,0.0,0,3583,nan,61.73,50,81,nan,97.27,392,403,nan,97.27,392,403,nan,88.59,357,403,nan,47.15,190,403,nan,Tobacco Use Treatment (during the hospital stay),100.00,118,118,nan,35.59,42,118,nan,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,88.61,70,79,nan,82.28,65,79,nan,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,1.0,32,18,57,nan,10/01/2015,03/31/2016
150047,ST JOSEPH HOSPITAL,700 BROADWAY ,FORT WAYNE,IN,46802,Allen,78.07,10703.0,5712.0,nan,0.0,0,5712,nan,nan,Not Available,Not Available,1.0,96.48,247,256,nan,92.58,237,256,nan,96.67,145,150,nan,100.00,152,152,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,97.96,192,196,nan,58,38,66,nan,10/01/2015,03/31/2016
150048,REID HOSPITAL & HEALTH CARE SERVICES,1100 REID PKWY ,RICHMOND,IN,47374,Wayne,0.66,188.62,11946.0,nan,0.24,70.18,11946,nan,61.76,21,34,nan,99.75,802,804,nan,96.89,779,804,nan,99.30,564,568,nan,98.84,512,518,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,0.00,0,133,nan,Yes,nan,Paper or Other Form,nan,Yes,nan,01/01/2015,12/31/2015,60.82,59,97,nan,31.96,31,97,nan,07/01/2014,06/30/2015,86.53,289,334,nan,43,49,114,nan,10/01/2015,03/31/2016
150056,INDIANA UNIVERSITY HEALTH METHODIST HOSPITAL (INDIANAPOLIS),1701 N SENATE BOULEVARD ,INDIANAPOLIS,IN,46202,Marion,0.76,121.8,6662.0,nan,1.31,209.67,6662,nan,nan,Not Available,Not Available,1.0,66.08,298,451,nan,62.31,281,451,nan,85.71,252,294,nan,99.39,327,329,nan,Tobacco Use Treatment (during the hospital stay),47.73,63,132,nan,18.94,25,132,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,60.24,50,83,nan,37.35,31,83,nan,07/01/2014,06/30/2015,98.99,293,296,nan,99,171,173,nan,10/01/2015,03/31/2016
150058,MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN ST ,SOUTH BEND,IN,46601,St Joseph,0.1,9.07,3849.0,nan,0.05,4.33,3849,nan,nan,Not Available,Not Available,1.0,96.81,273,282,nan,96.10,271,282,nan,95.92,188,196,nan,90.82,178,196,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,0.00,0,50,nan,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,67.14,47,70,nan,41.43,29,70,nan,07/01/2014,06/30/2015,94.06,95,101,nan,100,33,33,nan,10/01/2015,03/31/2016
150061,DAVIESS COMMUNITY HOSPITAL,1314 E WALNUT ST ,WASHINGTON,IN,47501,Daviess,0.33,48.0,6088.0,nan,0.0,0,6088,nan,88.89,24,27,nan,99.04,412,416,nan,95.91,399,416,nan,75.86,22,29,nan,100.00,26,26,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,No,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,50.00,12,24,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,90.82,178,196,nan,96,47,49,nan,10/01/2015,03/31/2016
150064,FAYETTE REGIONAL HEALTH SYSTEM,1941 VIRGINIA AVE ,CONNERSVILLE,IN,47331,Fayette,0.0,0.0,2305.0,nan,0.0,0,2305,nan,nan,Not Available,Not Available,1.0,95.92,188,196,nan,93.88,184,196,nan,87.71,157,179,nan,98.33,177,180,nan,Tobacco Use Treatment (during the hospital stay),80.56,29,36,nan,47.22,17,36,nan,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,60.00,12,20,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,80.00,72,90,nan,90,552,610,nan,10/01/2015,03/31/2016
150084,ST. VINCENT HOSPITALS AND HEALTH SERVICES,2001 WEST 86TH STREET ,INDIANAPOLIS,IN,46260,Marion,0.72,201.08,11608.0,nan,0.52,145.32,11608,nan,nan,Not Available,Not Available,1.0,1.45,16,1100,nan,1.27,14,1100,nan,Not Available,Not Available,Not Available,1.0,95.85,323,337,nan,Tobacco Use Treatment (during the hospital stay),25.58,33,129,nan,Not Available,Not Available,Not Available,1.0,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,60.00,93,155,nan,34.19,53,155,nan,07/01/2014,06/30/2015,93.75,300,320,nan,86,177,207,nan,10/01/2015,03/31/2016
150100,"ST. MARY'S HEALTH, INC.",3700 WASHINGTON AVENUE ,EVANSVILLE,IN,47750,Vanderburgh,0.7,55.65,3301.0,nan,0.23,18.57,3301,nan,nan,Not Available,Not Available,1.0,98.89,355,359,nan,98.89,355,359,nan,89.52,282,315,nan,96.84,306,316,nan,Tobacco Use Treatment (during the hospital stay),53.71,94,175,nan,20.57,36,175,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,68.63,35,51,nan,47.06,24,51,nan,07/01/2014,06/30/2015,98.33,236,240,nan,97,36,37,nan,10/01/2015,03/31/2016
150104,WITHAM HEALTH SERVICES,2605 N LEBANON ST ,LEBANON,IN,46052,Boone,0.0,0.0,2896.0,nan,0.0,0,2896,nan,nan,Not Available,Not Available,1.0,99.50,198,199,nan,99.50,198,199,nan,Not Available,Not Available,Not Available,7.0,Not Available,Not Available,Not Available,1.0,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,7.0,Not Available,Not Available,Not Available,7.0,No,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,98.08,51,52,nan,100,31,31,nan,10/01/2015,03/31/2016
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,800 W. 9TH ST. ,JASPER,IN,47546,Dubois,1.57,123.73,3282.0,nan,4.55,358.13,3282,nan,nan,Not Available,Not Available,1.0,99.81,519,520,nan,99.81,519,520,nan,100.00,120,120,nan,99.28,276,278,nan,Tobacco Use Treatment (during the hospital stay),100.00,75,75,nan,Not Available,Not Available,Not Available,1.0,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,61.11,33,54,nan,48.15,26,54,nan,07/01/2014,06/30/2015,81.60,173,212,nan,97,507,521,nan,10/01/2015,03/31/2016
150169,COMMUNITY HOSPITAL NORTH,7150 CLEARVISTA PARKWAY ,INDIANAPOLIS,IN,46256,Marion,0.13,9.48,3046.0,nan,0.2,14.27,3046,nan,nan,Not Available,Not Available,1.0,53.59,112,209,nan,45.45,95,209,nan,91.02,233,256,nan,99.24,262,264,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,71.05,27,38,nan,42.11,16,38,nan,07/01/2014,06/30/2015,98.68,149,151,nan,100,32,32,nan,10/01/2015,03/31/2016
154021,"GRANT-BLACKFORD MENTAL HEALTH, INC",505 WABASH AVE ,MARION,IN,46952,Grant,2.76,24.2,365.0,nan,26.88,235.45,365,nan,100.0,35,35,nan,99.69,648,650,nan,63.38,412,650,nan,100.00,577,577,nan,100.00,577,577,nan,Tobacco Use Treatment (during the hospital stay),0.00,0,575,nan,0.00,0,575,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,69.84,44,63,nan,28.57,18,63,nan,07/01/2014,06/30/2015,0.00,0,323,nan,75,120,160,nan,10/01/2015,03/31/2016
151320,JAY COUNTY HOSPITAL,500 W VOTAW ST ,PORTLAND,IN,47371,Jay,0.0,0.0,1820.0,nan,0.0,0,1820,nan,nan,Not Available,Not Available,1.0,97.97,145,148,nan,97.30,144,148,nan,96.90,125,129,nan,99.25,133,134,nan,Tobacco Use Treatment (during the hospital stay),91.30,21,23,nan,65.22,15,23,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,100.00,34,34,nan,79,22,28,nan,10/01/2015,03/31/2016
151325,ST. MARY'S WARRICK HOSPITAL INC,1116 MILLIS AVENUE PO BOX 629,BOONVILLE,IN,47601,Warrick,0.02,1.42,3576.0,nan,0.0,.25,3576,nan,nan,0,0,7.0,88.63,187,211,nan,87.20,184,211,nan,98.85,86,87,nan,75.00,66,88,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,63.56,75,118,nan,91,32,35,nan,10/01/2015,03/31/2016
151330,ADAMS MEMORIAL HOSPITAL,1100 MERCER PO BOX 151,DECATUR,IN,46733,Adams,0.0,0.0,1709.0,nan,0.0,0,1709,nan,nan,Not Available,Not Available,1.0,100.00,390,390,nan,100.00,390,390,nan,28.95,55,190,nan,100.00,196,196,nan,Tobacco Use Treatment (during the hospital stay),18.28,17,93,nan,Not Available,Not Available,Not Available,1.0,Yes,nan,Paper or Other Form,nan,Yes,nan,01/01/2015,12/31/2015,56.25,18,32,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,83.70,77,92,nan,87,26,30,nan,10/01/2015,03/31/2016
154005,"WABASH VALLEY ALLIANCE, INC. / RIVER BEND HOSPITAL",2900 N RIVER RD ,WEST LAFAYETTE,IN,47906,Tippecanoe,0.49,32.0,2714.0,nan,0.03,2.2,2714,nan,nan,Not Available,Not Available,1.0,100.00,165,165,nan,81.92,145,177,nan,99.44,176,177,nan,97.18,172,177,nan,Tobacco Use Treatment (during the hospital stay),57.89,77,133,nan,18.05,24,133,nan,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,72.73,48,66,nan,33.33,22,66,nan,07/01/2014,06/30/2015,97.81,223,228,nan,100,224,224,nan,10/01/2015,03/31/2016
154008,LARUE D CARTER MEMORIAL HOSPITAL,2601 COLD SPRING RD ,INDIANAPOLIS,IN,46222,Marion,0.46,440.77,39838.0,nan,0.01,6.25,39838,nan,95.83,23,24,nan,100.00,73,73,nan,100.00,73,73,nan,Not Available,Not Available,Not Available,7.0,Not Available,Not Available,Not Available,7.0,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,7.0,Not Available,Not Available,Not Available,7.0,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,1.0,69,221,321,nan,10/01/2015,03/31/2016
154052,PORTER-STARKE SERVICES INC,601 WALL ST ,VALPARAISO,IN,46383,Porter,0.18,12.5,2865.0,nan,0.19,13.15,2865,nan,57.89,11,19,nan,100.00,692,692,nan,47.83,331,692,nan,98.16,588,599,nan,85.32,581,681,nan,Tobacco Use Treatment (during the hospital stay),85.85,358,417,nan,31.18,130,417,nan,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,70.69,41,58,nan,50.00,29,58,nan,07/01/2014,06/30/2015,0.00,0,342,nan,57,64,113,nan,10/01/2015,03/31/2016
154009,HAMILTON CENTER INC,620 8TH AVE ,TERRE HAUTE,IN,47804,Vigo,0.23,30.2,5578.0,nan,0.0,0,5578,nan,nan,0,0,7.0,90.91,160,176,nan,94.32,166,176,nan,100.00,612,612,nan,100.00,459,459,nan,Tobacco Use Treatment (during the hospital stay),0.00,0,300,nan,0.00,0,300,nan,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,76.92,20,26,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,1.0,68,139,203,nan,10/01/2015,03/31/2016
154011,"COMMUNITY MENTAL HEALTH CENTER, INCORPORATED",285 BIELBY RD ,LAWRENCEBURG,IN,47025,Dearborn,0.17,9.0,2269.0,nan,0.36,19.75,2269,nan,nan,Not Available,Not Available,1.0,100.00,184,184,nan,100.00,184,184,nan,94.38,84,89,nan,95.51,85,89,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,No,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,82.72,67,81,nan,59.26,48,81,nan,07/01/2014,06/30/2015,0.00,0,89,nan,Not Available,Not Available,Not Available,1.0,10/01/2015,03/31/2016
154014,OTIS R BOWEN CENTER FOR HUMAN SERVICES INC,1535 PROVIDENT DR ,WARSAW,IN,46580,Kosciusko,0.06,3.53,2542.0,nan,0.08,4.95,2542,nan,nan,Not Available,Not Available,1.0,94.05,237,252,nan,77.78,196,252,nan,64.15,68,106,nan,98.11,104,106,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,0.00,0,63,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,75.86,66,87,nan,55.17,48,87,nan,07/01/2014,06/30/2015,79.61,242,304,nan,47,27,58,nan,10/01/2015,03/31/2016
